, Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve,target_class
21,0.5333528501526494,0.22116766985379546,0.20297202130095504,0.03022177203831423,0.014959426349171063,0.1296054437895088,0.2887228708046546,0.05909309080877262,0
22,0.48207937769227555,0.23359832154261045,0.22144595445329762,0.03713346003081674,0.007256801614139265,0.04723979192505712,0.38187205482041164,0.15021884305792776,0
23,0.5971728493162143,0.39370091153880704,0.21456512921868703,0.019842141987412895,0.026011344136537853,0.16844574043962046,0.21091400601860988,0.02305121765257116,0
24,0.5397934005269541,0.4269217276091352,0.2266712303448826,0.02182626718790236,0.009961711663427483,0.10685337874708403,0.3322246207570778,0.08284915269911321,0
25,0.5722889046882188,0.3449575521300081,0.21672062068512762,0.023791555517227145,0.03615288360914215,0.29475216304286744,0.20783653523167958,0.01949171654941601,0
26,0.6693571996152399,0.37376011155989325,0.20296628264434435,0.025907576859460102,0.010902061275238736,0.08021556276591103,0.3344938976687267,0.09861887870847746,0
27,0.6082556145706997,0.37973196223415256,0.18837219395275367,0.019050777927839515,0.00964326657067466,0.08838425999165858,0.32239668833924656,0.08108502228715864,0
28,0.6284555225628372,0.3554530911446987,0.20666443448402147,0.023100869792887647,0.008485625012693163,0.09248742589449725,0.3508469711049614,0.09600812830968822,0
29,0.5182133745974656,0.3367297159984659,0.21179861520963378,0.02840337274541399,0.005717025949335089,0.08360444088250392,0.41895370560920797,0.14569414105343514,0
30,0.5583204382919995,0.22357557296636613,0.19816650691483334,0.03541099412600348,0.003570331409516153,0.054766589001464985,0.4725636734727937,0.19546139872812388,0
31,0.5037430471331187,0.2587253925481604,0.23646189986229485,0.03681847229131121,0.0018207566250442765,0.02004946296439753,0.6169441466636366,0.4003906766386402,0
32,0.6559324160428255,0.3702367804983252,0.18367348821889368,0.02265774098143832,0.00878533803694927,0.054453550817268825,0.34780613589304205,0.12027638602089388,0
33,0.7293295972564928,0.39322184870961047,0.14129342921353652,0.023835397858245,0.018863188495483713,0.19088545577248442,0.26064646766557853,0.040169234646903855,0
34,0.6173309355526745,0.3088978736257686,0.20646167904055007,0.02599388915365693,0.008684184894847402,0.1276438288829978,0.3466041653998082,0.08526902488743252,0
35,0.5166659696374054,0.32710964734151726,0.22037436706258165,0.022744639925258877,0.007552768222903745,0.06263674309696708,0.3917079467141898,0.14594349279900612,0
36,0.7602776964576973,0.3898367161713773,0.17544877134017142,0.02150464124958274,0.011108113979414809,0.09402809743527198,0.3181722279700174,0.07894423486176007,0
37,0.5472376730375141,0.13698999781127208,0.22092005454621166,0.05170033086537015,0.016517934077991247,0.15833580202447883,0.28252998797220835,0.052694934984444594,0
38,0.5463594161682908,0.16969529646325907,0.23850063006782615,0.04683842525884242,0.004304628317151332,0.044992749862679364,0.4690545386587873,0.21347564976696667,0
39,0.6050771611392246,0.2859177513067414,0.1776444233481218,0.02760727844678369,0.009497156474038234,0.07112878906819031,0.33900597377268976,0.10113067823093613,0
40,0.7100915896449332,0.3262551744941805,0.18464764262357636,0.023115779503876957,0.009991682964956953,0.10596190654242992,0.3134936698985342,0.07128901881874458,0
41,0.5909414077202961,0.3050233069237411,0.2099392719670012,0.02532006671231181,0.015202943181379151,0.11207861218624321,0.2700412315623506,0.0513070743448679,0
42,0.614236125632554,0.28075588085300607,0.21707586005936336,0.031645209511382166,0.005132585549347254,0.05527746458431561,0.43661884214918506,0.17986420429296462,1
43,0.6213458240976957,0.38200012061556077,0.20879040415476766,0.021599530434818985,0.008526835556216802,0.0891864571771379,0.3207844130261688,0.07794674483518234,0
44,0.6391618920162269,0.3567662828988072,0.20269023520301194,0.020118452672517634,0.004188489522044375,0.04883793056952598,0.45670041450240534,0.19288584143984888,0
45,0.5465267031909999,0.3149991774189221,0.23496555736759595,0.029879685530095713,0.007976112873250063,0.06265639531977911,0.34790268922545886,0.10957596278993136,0
46,0.5378277780101208,0.24659526823373076,0.22973923417168232,0.040402903495363816,0.006260255805799283,0.09567689764555569,0.4047192564437458,0.12908197468232846,0
47,0.538120530299862,0.27400130405003503,0.23072229790258988,0.03427903311000845,0.004424513527749917,0.04859148686161579,0.4364678409863114,0.1771943814627726,0
48,0.6419639496466062,0.37679854209089514,0.19129470593241227,0.01949040931859835,0.020777605440608023,0.2185085122670087,0.2521584496169292,0.03540048097026428,0
49,0.576722010790013,0.334134548106232,0.201699832096896,0.022735258367207575,0.009830587210834726,0.06828215183142547,0.33041151112926626,0.096954399135578,0
50,0.6864204759315796,0.36521497920509705,0.1689367833429692,0.01995993547452821,0.004008661708386852,0.05682241454468084,0.4489243051292538,0.17636307304318338,0
51,0.5315963364142027,0.2745689171732316,0.23536788008963333,0.038200176889674094,0.018237537556452948,0.1607107318815682,0.25748515921153425,0.04077549676876336,0
52,0.47919367655054157,0.2688378690117995,0.22748968842191172,0.036441173027565006,0.01111935322140898,0.10291451639606888,0.32467448052547687,0.08363895022933228,0
53,0.6077119317468948,0.30720001501006616,0.21078084916642956,0.03487596753734488,0.0025962640762030955,0.02101711628183214,0.5813780413386108,0.3717506843948196,0
54,0.6979214587428381,0.3672750181210172,0.18154676735664987,0.018738024988176144,0.0028510201504053545,0.022340070994827547,0.5805822248510372,0.3632652815708454,0
55,0.5730416962904102,0.40988370899584375,0.20620084486094498,0.01985687746190444,0.012632903995694606,0.11933445672920932,0.27616153402535276,0.05030667430608096,0
56,0.5503743047133118,0.37799339172177926,0.23423254870595792,0.02663505624438726,0.009369778436937103,0.0853400980263655,0.34288784617479817,0.09805409469247815,0
57,0.5788967420852328,0.3303662849151605,0.2122293841691471,0.02978357025100889,0.003888776497788268,0.05918035883197967,0.46167090958859897,0.18341765763905019,0
58,0.7288695579440425,0.34724960545557554,0.21326012628885263,0.020734705861270117,0.01169630079041356,0.08586814064194148,0.3011486226541467,0.07335388655054687,0
59,0.6995943289699301,0.33997824675704136,0.19311528141959122,0.02028191990107972,0.006012992558099568,0.05270661392188506,0.43667716862712735,0.18172179089398002,0
60,0.4168374388356823,0.15684002621588547,0.2461952394219275,0.06376123687234296,0.017151077843524556,0.1529817411340874,0.26927254944437484,0.04651467922267749,0
61,0.11751913345322236,0.0526167359510305,0.7687972478179929,0.5610091132230999,0.32664223999094244,0.5296683021628068,0.11697397237837973,0.0025649226596457034,1
62,0.6961649450043913,0.3670636342288136,0.1952414124693166,0.020399202167608606,0.09212803738511455,0.4396381717545078,0.15579395685904393,0.00719578777015925,0
63,0.5689431642340346,0.3248283339649803,0.2307142902876956,0.030647228221211173,0.008920208900552944,0.09691175785550418,0.3359904045743244,0.08614122653192886,0
64,0.6480281042198152,0.3831708834282041,0.20233709797850744,0.017214424935932088,0.00419598234854692,0.06385783575084611,0.4344520756898892,0.15779462452219511,0
65,0.598092927941115,0.31025395153418606,0.20603726288269733,0.02348190026155604,0.0037951161777082343,0.06699711663583689,0.45955544980308016,0.17624389865578233,0
66,0.7348500690058969,0.33983241353697746,0.1727861069665702,0.02344356919064917,0.015011876130208166,0.13476720955047627,0.2780422788160681,0.05125444561251704,0
67,0.5111454978880013,0.19811558299852414,0.2278474986990258,0.04784214536529458,0.02111478259289614,0.18351566858053597,0.2448391785094256,0.03444589070213917,0
68,0.6107230981556606,0.3925779288856553,0.20304488667513457,0.01807690534325771,0.017154824254535475,0.16663506299381955,0.25798279318188255,0.03929368176656912,0
69,0.6279954832503869,0.34536260115372036,0.17987167838758658,0.02689546460842671,0.004784169159545671,0.032130890697195734,0.4717722586280208,0.24363060614583398,0
70,0.5151603864330224,0.32454370930364496,0.234098816811484,0.029535414384061747,0.009688223525209217,0.0635020460999191,0.3255588528378404,0.09891231551535,0
71,0.608297436326377,0.3833565137649869,0.1899185705671566,0.02021546833566102,0.012183334454829735,0.102247921891324,0.3033287403297864,0.06984496383146772,0
72,0.6568524946677261,0.40771634436655424,0.1873663663342965,0.01621906511957176,0.011999760230161296,0.10053583517528779,0.31988584149450233,0.08052042373144003,0
73,0.6549286939065702,0.2989568359783754,0.17060705225875772,0.025554105445460492,0.01783667138561426,0.14416063827515513,0.2545448692252803,0.04062406427094865,0
74,0.5878047760444983,0.20968775450927263,0.19975937746671008,0.032980319968076474,0.051198477465332834,0.3155375636869655,0.1799288230292739,0.012289877538467752,0
75,0.7008908033959266,0.2650996599229048,0.16631445526817104,0.03862977694815383,0.008478132190671327,0.06902123080495201,0.3522068175777476,0.10928294124643988,0
76,0.6929864915729163,0.31580669030090436,0.19022932977226484,0.02336574475204049,0.03730677875611273,0.23011557605699134,0.1916727138579445,0.016135798033828072,0
77,0.57893856384091,0.3712537411008813,0.20149628443848547,0.0190917097982477,0.018792006650430605,0.18327692232891102,0.2613871050422267,0.041394470107746766,0
78,0.5459411986115177,0.28251829523319844,0.25451535943071263,0.03929928675718343,0.006702332515680898,0.07572590163073625,0.389062228703769,0.12764892808084155,0
79,0.6353561122495922,0.4402507056422365,0.1871354803729721,0.01775446797048792,0.020477892416351916,0.19493426558612748,0.24495582100858873,0.033357759299956935,0
80,0.6075028229685082,0.2929745497862868,0.2090024006311633,0.027474034196995747,0.01583983335792338,0.11116858747838798,0.2535609501714565,0.04428207458253877,0
81,0.7632052193551085,0.3571116523270299,0.17724694521298592,0.01845164784592764,0.005353623906528417,0.045680313600575985,0.4153867602529605,0.17025032985302418,0
82,0.5550165195934925,0.3853445289609672,0.21405156791599753,0.02107295892331066,0.017563183251876703,0.1793488546017214,0.26223577595760134,0.040912561958302146,0
83,0.5691104512567438,0.29100497855395624,0.26118833648334866,0.03440004977202767,0.004300881906140415,0.03562209909375616,0.47161443087147087,0.2307066697262966,0
84,0.6582326126050771,0.28422569553077986,0.19729262274978876,0.02518289939428792,0.01099572159531877,0.08291254643580401,0.31571712763277043,0.08159770115137448,0
85,0.7197524152063903,0.3265261282623285,0.1918992896045754,0.02734088680885092,0.00941848180248258,0.12106645149787286,0.34002580471146787,0.08455644279997093,0
86,0.4373719208732383,0.3647146613218337,0.2962737157220098,0.036265536299605106,0.06929365134064097,0.42156225335464276,0.1666827297258068,0.008731948721888412,0
87,0.6762577893019949,0.2340834292161111,0.2030261080942644,0.03818117166238613,0.007395418888753856,0.057087469532740596,0.3555618688846243,0.11904469882229134,0
88,0.5260340429091214,0.27657891235598814,0.2421239312199626,0.03628003703126377,0.005481001943629546,0.0778949554941883,0.3991172863147562,0.12822051582773533,0
89,0.6251934256200076,0.39219244385676305,0.18340358092094083,0.02020440810953535,0.010857104320704178,0.0755339165569779,0.33595699840116844,0.10035325027695234,0
90,0.5806532558236794,0.2227080233598819,0.23003616385183087,0.03446503403378171,0.009853065690342363,0.1264383183177047,0.3274403275289494,0.07573280426386768,0
91,0.5707833214838359,0.1827348155540282,0.23909775079171836,0.041015630276470275,0.011647597424868086,0.10425356344353537,0.29191870315984136,0.061423124779760675,0
92,0.0953536029442516,0.06994772642381741,0.7605473978474298,0.5405231292327062,0.6557758446573192,0.7264733208039095,0.07602004729007136,0.0007168006923231607,1
93,0.4752206097611978,0.14873999511297523,0.3080096153802735,0.07839576922732763,0.026247368142243394,0.21680625727862726,0.2244754609322984,0.025712987508182652,1
94,0.703567395759274,0.292982245828673,0.19317901515669034,0.019358428533800102,0.2656281610081064,0.6815504237617134,0.10241795498113818,0.0006654051421693674,0
95,0.6301702145456066,0.38613635248847333,0.19587575492798667,0.024612943924822613,0.00254756071065762,0.030990081641852955,0.5376339076866071,0.2863739779514999,0
96,0.3437330099117561,0.14199537387238448,0.3050282277238025,0.09068908629123533,0.012501779547582558,0.1181828333931703,0.2944258659211241,0.061976956890483985,0
97,0.6614528877922295,0.26749374810160437,0.19363372782988544,0.03288168306708552,0.015195450354876605,0.13326589406671527,0.2739091394375122,0.049316596328500786,0
98,0.48889632386767595,0.31076645936702146,0.2514927253181053,0.036236300164992304,0.017832924974603342,0.18489880531125377,0.2671590233030598,0.043257721969195854,0
99,0.5147421688762495,0.29111196808231515,0.23285081203218227,0.02984751237018939,0.006878413918327504,0.08827378469847691,0.37022267786536367,0.10872820989015756,0
100,0.6298356405001881,0.27974489415539305,0.22339595226209785,0.03490025017897473,0.14654842985223912,0.5589500372682336,0.12592673981292188,0.002387587857803582,1
101,0.5230646982560327,0.2831317886922342,0.22246614942609758,0.03308524613704661,0.04962873049003777,0.30740267560107115,0.17644812189886355,0.011300256610460704,0
102,0.5466521684580319,0.34875023224381396,0.22084383892431395,0.029609318344088448,0.008107237321362112,0.12042131881003083,0.361248431767489,0.09638780519488671,0
103,0.5774329806365271,0.24351994180319658,0.19224754644721476,0.030368531749422358,0.011272956144547952,0.10026115248433505,0.2852396827261569,0.057911453333953034,0
104,0.48642884028271505,0.22467489173499203,0.24761764038094247,0.03737272334078176,0.008204644052453062,0.09592737827435865,0.3341338838405978,0.08319066902548229,0
105,0.665384132825896,0.3328481506217529,0.19673410176622602,0.023179346781375336,0.006679854040653976,0.04371484972384266,0.4013892609278568,0.1682865029693639,0
106,0.6049516958721927,0.2746457293676093,0.21140464156231212,0.03023600318842495,0.013910430764274688,0.11252588568825879,0.2775565009632059,0.054582514004113555,0
107,0.4116097193760194,0.17884059824359885,0.2778970897705896,0.062049105761470595,0.006398873080413875,0.05604705634698698,0.3777407721468826,0.13162158939099547,0
108,0.6403747229308686,0.4114452753977481,0.1578564270176964,0.020468343224600363,0.02097616531828155,0.2261269071656227,0.25533978054294526,0.036678774341599156,0
109,0.7225544728367697,0.20022167750428616,0.1941692838305974,0.03824387594127455,0.010265171098694507,0.08962778762278996,0.3093650959139765,0.07350332876826171,0
110,0.15708251432395132,0.07385357765435024,0.6112780342933745,0.37598022250733626,0.15184211116467003,0.5345793783317836,0.13347686252818727,0.00381323793698572,1
111,0.7219689682572874,0.26763332176756455,0.18993802482823882,0.031158931542038654,0.021182218026938333,0.17627291958042285,0.2320350050209505,0.029155526058869584,0
112,0.6212203588306637,0.31894398678999586,0.21345611929953492,0.022071719971169954,0.022433519904999866,0.19864199315509737,0.24665443126088984,0.03543482997455178,0
113,0.691564551879888,0.3107162187602404,0.17853903118833755,0.02546850852528963,0.016986235678391415,0.18023894027074913,0.2720214182884519,0.04506145746810247,0
114,0.6123123248713981,0.34615717266939294,0.20048485611479425,0.02467291345757709,0.02773469402601047,0.23720752161171013,0.21857740830893488,0.02298406150838002,0
115,0.5806950775793568,0.2630054764736837,0.21107489242517216,0.03868145200522686,0.0034017428333720937,0.05038324064763648,0.4838831758966719,0.21018173108844077,0
116,0.5476977123499644,0.29232120151318525,0.23174710027038356,0.028996772709992853,0.008077266019832642,0.09321173665135209,0.34286937525205624,0.09042736860932693,0
117,0.47250219564217305,0.24805506273106834,0.2220141808993828,0.037203683048100324,0.02249720891906972,0.19280071658233375,0.23306985518239365,0.029258806043374212,0
118,0.723558194973025,0.4414506972282608,0.16861395620773992,0.018390137426136197,0.057361326535560454,0.33758525817334545,0.17268905442853894,0.010620066726434726,0
119,0.40245075488269,0.12859998727380287,0.26078303885797277,0.08288494427771102,0.01098073594679439,0.09693846408678823,0.29890490664090663,0.06563986432584143,0
120,0.493036677679729,0.23320578500609881,0.22586470465974143,0.034137516904513394,0.005900600174003529,0.084545821204149,0.3953426412753014,0.12486336839574631,0
121,0.6387436744594538,0.24068217629449226,0.2154517617198043,0.038236741129811624,0.010104075349052992,0.127513036035187,0.3188811872927096,0.06984958325518355,0
122,0.41876123959683825,0.19149450623609685,0.2557950161076869,0.04832986072136098,0.00708072021149266,0.0593012651452941,0.3867607300417252,0.1373745651190394,0
123,0.7391995315963364,0.31612533126420034,0.16833419513948,0.024196338406604827,0.01618824975220567,0.182896283294746,0.27422625148699153,0.04585686099528926,0
124,0.4074693655639664,0.13168586191440856,0.27201734650642284,0.08125712229930294,0.014052794449900197,0.12354815980079814,0.30371593754671283,0.06851903607045715,0
125,0.4558571368826063,0.2274905514577863,0.26197452047384334,0.0429721480630068,0.007549021811892828,0.07187068701127865,0.3598273741947767,0.10958448826282158,0
126,0.5983020367195014,0.21106807300544123,0.23392801169111216,0.035734653844063956,0.004087336375461797,0.05802465713100508,0.466093488125878,0.19639101023328692,0
127,0.46070846054117354,0.31413264663678636,0.2590969464567654,0.03605661184469895,0.006234030915280732,0.04954904091460658,0.38934467351009344,0.14767262688533006,0
128,0.619463845092217,0.2779688002341673,0.19895177290527796,0.03288592220187362,0.011553937104788053,0.11115224748671196,0.3072956612024326,0.07110832691674712,0
129,0.5492032955543473,0.3046064014330153,0.19218699303230433,0.020968503584909454,0.006739796643712912,0.06277173602738102,0.3745885353233921,0.12216662637253939,0
130,0.43226966668060723,0.1878232260697867,0.24701007597367716,0.06271664591688703,0.025883966099436724,0.21571666754070268,0.22466248287334553,0.02591972438743933,0
131,0.570657856216804,0.2818504603318179,0.21897631371716098,0.035371739335539325,0.006889653155840966,0.09254469846295334,0.39051903499411605,0.12186741711966892,0
132,0.06586926519175275,0.06115145913690295,0.8368296147667178,0.6637737181946942,0.22356343796952435,0.570837397189828,0.12196924339229102,0.002776377868062013,1
133,0.44937476475262433,0.29431700774273434,0.25351694740258296,0.03663145100094975,0.008309543614527267,0.05916786171011775,0.3419345762759969,0.11007899243026524,0
134,0.645518798879177,0.48166077980341887,0.19346254093008425,0.013978301189857703,0.29722540661898295,0.7548270170835082,0.10323947501909563,0.0007877586532388767,0
135,0.8386516665969638,0.25142144957690243,0.13876221359890692,0.03433753699876601,0.014899483741631416,0.17085144588756498,0.2833119595481751,0.05033769793418956,0
136,0.6765923633474134,0.3324059715310552,0.1955646759813495,0.022934756753490534,0.008388218281602211,0.055298565992977514,0.3644230311126791,0.12880070809341523,0
137,0.5014846723265443,0.22272352638030285,0.22274602481703623,0.038148121010392076,0.020758873376592015,0.21400449871123597,0.25523243680282015,0.037167793042397194,0
138,0.5450629417422943,0.26500839528626396,0.213936790359687,0.03179084724417545,0.012175841632807901,0.09034451228001651,0.29566453810026544,0.06861964968517148,0
139,0.6364852996528795,0.31585858467309663,0.16363232245626885,0.02788355380671903,0.006631150675108499,0.04340145597299939,0.4357361908167879,0.1966206864243321,0
140,0.686336832420225,0.36658934447007935,0.16706489979735303,0.02594282866010213,0.011269209733537035,0.07999955748026526,0.30686001751700276,0.07730143384794758,0
141,0.6745012755635481,0.39637655344767914,0.1736619412532983,0.021179987919922642,0.00771386397702597,0.06473928759935178,0.35223985710215305,0.10863029113696201,0
142,0.5315126929028481,0.3750128039297427,0.22574829853313408,0.024261051441450666,0.014715909516962975,0.1474686181044656,0.2838385226490163,0.05295968897790809,0
143,0.5972146710718916,0.4561612579645074,0.2108252672976566,0.02103076825215143,0.006893399571332592,0.09170734859534718,0.3868596859253399,0.11869474989986407,0
144,0.6948684705783948,0.3504822040443758,0.20056058036032343,0.022045620708738563,0.005675815405811448,0.08385860402753507,0.38956178477346354,0.11840925230183512,0
145,0.20906695663083935,0.28269392879521027,0.4790844778502896,0.1516958996941478,0.7881853123734102,0.5070822736722826,0.03593218885535647,0.004122364203295186,1
146,0.1130023838400736,0.1315954070674654,0.6621917062345963,0.3725565829185288,0.8218056210055525,0.7026351654307115,0.04810681428372378,0.0019478046275897328,1
147,0.612019572581657,0.34362948445943103,0.18369059690438258,0.0189026110903298,0.01516173264233622,0.15748195568488568,0.2718626666513621,0.045829308236425885,0
148,0.6660951026724102,0.346422524660218,0.18843451358769467,0.02171473544117371,0.017548197598871617,0.17462345636228707,0.2635770154641064,0.04175711383458695,0
149,0.6834093095228138,0.2931395200137781,0.1658688097810123,0.028850028479578647,0.008384471870591294,0.050198419873856405,0.3614879331540572,0.13500487737620392,0
150,0.5126929028480616,0.2543382455875878,0.21336188563919622,0.03816212401341843,0.011153070933949367,0.13659639979840926,0.31246657490886987,0.0664589282595352,0
151,0.6156162435699051,0.27551194869216894,0.2340033909576521,0.030143424246375637,0.010066611221020979,0.11393074374530597,0.32411549301554654,0.0771958034592943,0
152,0.751411484254109,0.26887172086956485,0.16550039182730691,0.029350143857168987,0.0067959928357609325,0.04199019694164909,0.40413730937047315,0.17514758136791403,0
153,0.6750031366316758,0.39183345028777,0.2106733867533436,0.02293562649092382,0.011141831696435905,0.07127112514705675,0.3045790115078403,0.08341201957132674,0
154,0.46781815900631507,0.19797636105667257,0.24973848684724725,0.049382181107170214,0.006533743939536838,0.07635536285417123,0.3994378981546154,0.13863035871735552,0
155,0.5438501108276526,0.45580666574372436,0.19871266797789766,0.012759779573341434,0.08175422032229634,0.45013962545691105,0.157473919353234,0.006989875131713771,0
156,0.5299234661871105,0.3110565955437879,0.2216777114589193,0.026831162827800917,0.0024651396280910487,0.026260054548270448,0.5741239784791827,0.3380428307573253,0
157,0.47614068838609847,0.19937599248988414,0.2676354330378027,0.04620245680546625,0.009242400399835973,0.08023354764065752,0.34847489543800064,0.10395195324916653,0
158,0.5259503993977667,0.17169836715363343,0.2269674995275143,0.045692929123048974,0.006676107629643058,0.060408208123640804,0.3940634124098199,0.14080421507294144,0
159,0.6576471080255949,0.41114992011084117,0.18789086681918138,0.013679593546133103,0.015079311559769649,0.11933648826195892,0.2727560434217867,0.05132365713441437,0
160,0.5011082765254485,0.31938000131777217,0.2558578855371814,0.03782216620076654,0.008568046095259733,0.03976545613170354,0.3896211027821567,0.17570156727864775,0
161,0.6817364392957216,0.3811800078220604,0.17531763196632072,0.018570267590042946,0.12380770412784556,0.575185675943279,0.14013824130491792,0.004086849850427587,0
162,0.6673915770984066,0.281881591631303,0.2028570745229486,0.028944893256253126,0.012363162272967966,0.10592276651733057,0.28322680417491064,0.05698759258955647,0
163,0.4911546986742503,0.14036872283616247,0.23268962047378017,0.05628614200143874,0.012217052171850831,0.1133702767825294,0.30883086721352687,0.06970512489377952,0
164,0.777884655597842,0.2636419375305254,0.20163123135076932,0.03234218780872885,0.00914874007975594,0.11740434190964652,0.3305528569960541,0.07752185591047214,0
165,0.42001589226715735,0.1841441609504244,0.255249244566221,0.051082158313798524,0.012415612049524362,0.09024593743067943,0.3064530169946181,0.07451103543916528,0
166,0.6828238049433315,0.4293194114000248,0.19185595195840174,0.018752295383705927,0.01140033418164908,0.1033099350730669,0.32726095146836337,0.08522351704191648,0
167,0.6060808832754799,0.26727564983265006,0.1816209538264107,0.03216211134079649,0.008538074793730263,0.10243242631536657,0.3454618398337845,0.09127272448212352,0
168,0.5486596127305424,0.21743897744910007,0.23910945262784353,0.04134087902623966,0.01079716171764524,0.09827837913518742,0.3151907885287049,0.07543608277729817,0
169,0.6909790473004057,0.4094995212789634,0.17457603522820148,0.016643365644344717,0.013760574247665925,0.10275334351561466,0.30485985091547296,0.07551279935076093,0
170,0.5405880138848229,0.24793695409968397,0.232768118426799,0.03801223107853643,0.012119645440759882,0.0977588592739722,0.296778380538855,0.06739666295014028,0
171,0.6326795198862448,0.37399142562914295,0.18423104525213008,0.02221705933576449,0.04540277685340351,0.2846004188210918,0.18195593179842898,0.012637592915583524,0
172,0.7765881811718456,0.2714872720048979,0.1720724017445385,0.02910741498927258,0.015566345224185821,0.14121749151612742,0.26650500380753367,0.04429695774282258,0
173,0.705909414077203,0.27515463983166094,0.1811927434024147,0.030949183219481754,0.040326387478181444,0.29031638962110606,0.1920126079984394,0.014912582551877097,0
174,0.5973819580946008,0.30111860247865196,0.19214692117382237,0.028964307248259515,0.014112737052959134,0.13274661260557774,0.2882374010269786,0.05659336020314367,0
175,0.5614570699677972,0.23671002973121186,0.18687890096775003,0.03567356173208045,0.0042746570156218635,0.07550343272056385,0.4486600791696789,0.1648126498463477,0
176,0.49228388607753754,0.3082079118593533,0.22974480048961984,0.028730929349021064,0.008646720766815387,0.06064386350179737,0.33783317400267965,0.10681069023821306,0
177,0.6410438710217055,0.25839534223850996,0.18943423042268623,0.036065880988875816,0.02363611841303521,0.2018134088599808,0.23274626325652206,0.029312654580473014,0
178,0.2271339550834344,0.15836345561724421,0.48379220843962506,0.18142789189280156,0.18501285016185268,0.5376820215210039,0.12239561443394682,0.0027513040178327843,1
179,0.6601982351219104,0.3408798176650222,0.20529662506752192,0.024274259592396777,0.006316451997847303,0.08301347672051447,0.37285676874457546,0.10963075827674544,0
180,0.6403747229308686,0.4109251266525443,0.1902879289430381,0.0183388280253428,0.008125969385378119,0.08863086899158037,0.34206105647999446,0.09067196142313903,0
